Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
TOR,"Daniel Hudson, RP LAD",2,3.2,,,,,,18
TOR,"Pierce Johnson, RP SD",2,0.4,,,,,,18
TOR,"Madison Bumgarner, SP ARZ",1,0.6,,,,,,18
TOR,"Clayton Kershaw, SP LAD",1,3.4,,,,,,18
TOR,"Alex Wood, SP SF",2,4.6,,,,,,18
TOR,"Anthony DeSclafani, SP SF",1,1.4,,,,,,18
TOR,"Edwin Rios, 1B LAD",5,0.51,,,,,,18
TOR,"Ketel Marte, 2B/OF ARZ",2,5.3,,,,,,18
TOR,"Manny Machado, 3B SD",3,7.7,,,,,,18
TOR,"Cody Bellinger, OF LAD",5,5.1,,,,,,18
CHC,"Clayton Kershaw, SP LAD",1,5.59,,,,,,19
CHC,"Manny Machado, 3B SD",1,12.99,,,,,,19
CHC,"Ketel Marte, 2B/OF ARZ",1,8.89,,,,,,19
CHC,"Cody Bellinger, OF LAD",3,6.99,,,,,,19
CHC,"CJ Cron, 1B COL",1,3.99,,,,,,19
CHC,"Yu Darvish, SP SD",1,6.99,,,,,,19
CHC,"Blake Treinen, RP LAD",1,6.99,,,,,,19
CHC,"Mark Melancon, RP ARZ",1,4.99,,,,,,19
CHC,"Anthony DeSclafani, SP SF",1,3.59,,,,,,19
CHC,"Trevor Bauer, SP LAD",3,0.4,,,,,,19
PHI,"Drew Pomeranz, RP SD",5,0.65,,,,,,20
PHI,"David Price, SP LAD",1,0.75,,,,,,20
PHI,"Evan Longoria, 3B SF",1,1.1,,,,,,20
