Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
CLE,"Christian Vazquez, C BOS",2,0.51,,,,,,15
CLE,"Blake Snell, SP SD",4,3.49,,,,,,15
CLE,"Patrick Sandoval, SP LAA",3,1.89,,,,,,15
CLE,"Michael Pineda, SP MIN",2,0.41,,,,,,15
CLE,"Dinelson Lamet, RP SD",2,0.4,,,,,,15
CLE,"Matt Barnes, RP BOS",2,1.1,,,,,,15
CLE,"Ryan Tepera, RP LAA",1,0.41,,,,,,15
WAS,"Seiya Suzuki, OF CHC",4,6.25,7,6,6,6,,16
WAS,"Blake Snell, SP SD",3,6.33,7,6,6,,,16
WAS,"Carlos Carrasco, SP NYM",1,3,,,,,,16
WAS,"Chris Archer, SP MIN",1,1,,,,,,16
WAS,"Jalen Beeks, RP TB",3,1.5,,,,,,16
WAS,"Jordan Hicks, RP STL",4,2.5,3,3,2,2,,16
WAS,"Dinelson Lamet, RP SD",4,2.5,3,3,2,2,,16
NYY,"Pavin Smith, 1B ARZ",3,0.8,,,,,,17
NYY,"Tyler Anderson, SP LAD",2,0.75,,,,,,17
SD,"Blake Snell, SP SD",1,2.97,,,,,,18
SD,"Patrick Sandoval, SP LAA",1,2.14,,,,,,18
SD,"Carlos Carrasco, SP NYM",1,2.14,,,,,,18
SD,"Matt Barnes, RP BOS",1,3.14,,,,,,18
SD,"Art Warren, RP CIN",1,2.14,,,,,,18
SD,"Robert Suarez, RP SD",1,2.14,,,,,,18
SD,"Keegan Akin, SP BAL",1,0.7,,,,,,18
