Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
OAK,"Aaron Bummer, RP CWS",3,0.75,,,,,,11
OAK,"Matthew Boyd, SP DET",2,1.15,,,,,,11
OAK,"Gregory Soto, RP DET",2,3.1,2.5,3.7,,,,11
BOS,"Nicky Lopez, 2B KC",3,0.4,,,,,,12
OAK,"Nicky Lopez, 2B KC",3,0.75,,,,,,13
KC,"Whit Merrifield, 2B/OF KC",1,6.02,,,,,,14
KC,"Sonny Gray, SP MIN",1,2.02,,,,,,14
KC,"Zack Greinke, SP KC",1,2.02,,,,,,14
KC,"Lance Lynn, SP CWS",1,8.02,,,,,,14
KC,"Liam Hendriks, RP CWS",1,8.02,,,,,,14
KC,"Gregory Soto, RP DET",1,6.52,,,,,,14
KC,"Andrew Chafin, RP DET",2,1.02,,,,,,14
KC,"Bradley Zimmer, OF CLE",3,1.02,,,,,,14
TOR,"Liam Hendriks, RP CWS",2,8.4,,,,,,15
TOR,"Craig Kimbrel, RP CWS",2,2.8,,,,,,15
TOR,"Gregory Soto, RP DET",2,4.3,,,,,,15
TOR,"Taylor Rogers, RP MIN",1,2.9,,,,,,15
TOR,"Aaron Bummer, RP CWS",5,0.65,,,,,,15
TOR,"Lance Lynn, SP CWS",1,6.3,,,,,,15
TOR,"Zack Greinke, SP KC",1,3.8,,,,,,15
TOR,"Sonny Gray, SP MIN",1,6.4,,,,,,15
TOR,"Dylan Bundy, SP MIN",3,2.9,,,,,,15
TOR,"Jose Abreu, 1B CWS",3,7.7,,,,,,15
TOR,"Nicky Lopez, 2B KC",5,0.5,,,,,,15
TOR,"Whit Merrifield, 2B/OF KC",1,5.8,,,,,,15
SD,"Josh Harrison, 2B/OF CWS",1,2.14,,,,,,16
SD,"Sonny Gray, SP MIN",1,3.43,,,,,,16
SD,"Dylan Bundy, SP MIN",1,2.53,,,,,,16
SD,"Zack Greinke, SP KC",1,2.53,,,,,,16
SD,"Taylor Rogers, RP MIN",1,5.73,,,,,,16
SD,"Gregory Soto, RP DET",1,1.73,,,,,,16
WAS,"Salvador Perez, C KC",1,3,,,,,,17
WAS,"Yasmani Grandal, C CWS",1,2,,,,,,17
WAS,"Jose Abreu, 1B CWS",3,8.17,9.5,8,7,,,17
WAS,"Whit Merrifield, 2B/OF KC",1,6,,,,,,17
WAS,"Nicky Lopez, 2B KC",1,1,,,,,,17
WAS,"Lance Lynn, SP CWS",1,6,,,,,,17
WAS,"Sonny Gray, SP MIN",2,5,,,,,,17
WAS,"Zack Greinke, SP KC",1,4,,,,,,17
WAS,"Craig Kimbrel, RP CWS",1,2,,,,,,17
WAS,"Gregory Soto, RP DET",2,3,,,,,,17
WAS,"Aaron Bummer, RP CWS",4,1,,,,,,17
PHI,"Lance Lynn, SP CWS",2,3.2,,,,,,18
PHI,"Sonny Gray, SP MIN",2,3.2,,,,,,18
PHI,"Dylan Bundy, SP MIN",5,1.1,,,,,,18
PHI,"Taylor Rogers, RP MIN",2,1.3,,,,,,18
PHI,"Gregory Soto, RP DET",2,1.5,,,,,,18
PHI,"Tyler Duffey, RP MIN",1,0.55,,,,,,18
PHI,"Aaron Bummer, RP CWS",1,0.45,,,,,,18
