Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
ARZ,"Will Smith, C LAD (KC 2nd)",4,2,,,,,,9
ARZ,"Bryan Reynolds, OF PIT (TOR 2nd)",4,5,,,,,,9
ARZ,"Nico Hoerner, 2B/SS CHC (BOS 1st)",5,1.5,,,,,,9
TOR,"Sandy Alcantara, SP MIA (ARZ 4th)",4,6,,,,,,10
TOR,"Dustin May, SP LAD (PIT 5th)",5,6.3,,,,,,10
TOR,"Nico Hoerner, 2B/SS CHC (BOS 1st)",5,5.6,,,,,,10
LAD,"Sandy Alcantara, SP MIA (ARZ 4th)",5,6.6,,,,,,11
LAD,"Brandon Lowe, 2B TB (NYM 3rd)",3,0.8,,,,,,11
LAD,"Tommy Edman, 2B STL (PIT 2nd)",5,1.2,,,,,,11
LAD,"Chris Paddack, SP/RP MIN (PIT 5th)",5,0.45,,,,,,11
LAD,"Dustin May, SP LAD (PIT 5th)",5,1.8,,,,,,11
LAD,"Will Smith, C LAD (KC 2nd)",3,3.2,,,,,,11
LAD,"Nico Hoerner, 2B/SS CHC (BOS 1st)",5,0.7,,,,,,11
BOS,"AJ Minter, SP ATL (OAK 4th)",3,1.17,,,,,,12
NYM,"Bryan Reynolds, OF PIT (TOR 2nd)",3,5.5,6,5.5,5,,,13
SD,"Devin Williams, RP MIL (LAD 2nd)",3,6.81,,,,,,14
CHC,"Sandy Alcantara, SP MIA (ARZ 4th)",3,6.5,,,,,,15
CHC,"AJ Minter, SP ATL (OAK 4th)",3,0.41,,,,,,15
CHC,"Brandon Lowe, 2B TB (NYM 3rd)",3,0.99,,,,,,15
CHC,"Tommy Edman, 2B STL (PIT 2nd)",3,0.99,,,,,,15
CHC,"Chris Paddack, SP/RP MIN (PIT 5th)",3,5,4,6,5,,,15
CHC,"Dustin May, SP LAD (PIT 5th)",3,6.19,,,,,,15
CHC,"Devin Williams, RP MIL (LAD 2nd)",4,8.69,,,,,,15
CHC,"Will Smith, C LAD (KC 2nd)",4,5.69,,,,,,15
CHC,"Alex Verdugo, OF NYY (TOR 3rd)",3,0.69,,,,,,15
CHC,"Bryan Reynolds, OF PIT (TOR 2nd)",3,6.8,,,,,,15
CHC,"Nico Hoerner, 2B/SS CHC (BOS 1st)",3,4,,,,,,15
WAS,"Nico Hoerner, 2B/SS CHC (BOS 1st)",4,5,,,,,,16
WAS,"Tommy Edman, 2B STL (PIT 2nd)",4,5,,,,,,16
WAS,"Brandon Lowe, 2B TB (NYM 3rd)",3,3,,,,,,16
WAS,"Sandy Alcantara, SP MIA (ARZ 4th)",4,8,,,,,,16
ATL,"Sandy Alcantara, SP MIA (ARZ 4th)",3,0.7,,,,,,17
