Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
NYM,"Gio Urshela, 3B NYY",3,4.12,,,,,,8
CLE,"DJ LeMahieu, 1B/2B/3B NYY",1,11.82,,,,,,9
PHI,"DJ LeMahieu, 1B/2B/3B NYY",2,3.2,,,,,,11
PHI,"Zack Britton, RP NYY",1,0.65,,,,,,11
PHI,"Adam Ottavino, RP BOS",1,0.65,,,,,,11
OAK,"DJ LeMahieu, 1B/2B/3B NYY",2,10,,,,,,12
OAK,"Enrique Hernandez, 2B BOS",2,1,,,,,,12
OAK,"Gio Urshela, 3B NYY",3,4.85,,,,,,12
OAK,"Randal Grichuk, OF TOR",3,4.25,,,,,,12
OAK,"JD Martinez, DH BOS",2,9.75,,,,,,12
OAK,"Giancarlo Stanton, DH NYY",3,7.25,,,,,,12
OAK,"Gerrit Cole, SP NYY",4,16,,,,,,12
OAK,"Hyun-Jin Ryu, SP TOR",2,7,,,,,,12
OAK,"Corey Kluber, SP NYY",1,2.99,,,,,,12
OAK,"Eduardo Rodriguez, SP BOS",2,2.69,,,,,,12
OAK,"Domingo German, SP NYY",3,2.94,,,,,,12
OAK,"Robbie Ray, SP TOR",4,2.75,,,,,,12
OAK,"Chris Sale, SP BOS",3,5.79,,,,,,12
OAK,"Yonny Chirinos, RP TB",5,0.65,,,,,,12
OAK,"Zack Britton, RP NYY",2,1.9,,,,,,12
OAK,"Matt Barnes, RP BOS",1,0.75,,,,,,12
OAK,"Aroldis Chapman, RP NYY",2,7.45,,,,,,12
OAK,"Kirby Yates, RP TOR",2,3.3,,,,,,12
OAK,"Adam Ottavino, RP BOS",2,0.95,,,,,,12
KC,"JD Martinez, DH BOS",2,6.52,,,,,,13
KC,"Giancarlo Stanton, DH NYY",2,7.02,,,,,,13
KC,"Eduardo Rodriguez, SP BOS",2,5.02,,,,,,13
KC,"Corey Kluber, SP NYY",1,2.02,,,,,,13
KC,"Rich Hill, SP TB",1,0.42,,,,,,13
KC,"Tanner Roark, P TOR",1,1.52,,,,,,13
KC,"Robbie Ray, SP TOR",1,1.52,,,,,,13
KC,"Chris Sale, SP BOS",4,8.52,,,,,,13
KC,"Martin Perez, SP BOS",1,2.02,,,,,,13
KC,"Matt Barnes, RP BOS",1,2.52,,,,,,13
KC,"Adam Ottavino, RP BOS",1,2.02,,,,,,13
KC,"Tanner Scott, RP BAL",1,0.52,,,,,,13
KC,"Aroldis Chapman, RP NYY",1,6.02,,,,,,13
KC,"Zack Britton, RP NYY",2,2.02,,,,,,13
KC,"Kirby Yates, RP TOR",1,5.02,,,,,,13
KC,"Joey Wendell, 2B TB",1,0.42,,,,,,13
SD,"DJ LeMahieu, 1B/2B/3B NYY",2,14.43,,,,,,14
SD,"Gio Urshela, 3B NYY",2,4.14,,,,,,14
SD,"Gerrit Cole, SP NYY",2,17.14,,,,,,14
SD,"Corey Kluber, SP NYY",1,5.14,,,,,,14
SD,"Domingo German, SP NYY",3,2.43,,,,,,14
SD,"Robbie Ray, SP TOR",3,3.14,,,,,,14
SD,"Hyun-Jin Ryu, SP TOR",1,5.14,,,,,,14
SD,"Aroldis Chapman, RP NYY",1,11.43,,,,,,14
SD,"Kirby Yates, RP TOR",1,11.43,,,,,,14
SD,"Matt Barnes, RP BOS",1,5.43,,,,,,14
SD,"Tanner Scott, RP BAL",2,1.73,,,,,,14
SD,"Adam Ottavino, RP BOS",1,2.73,,,,,,14
SD,"Ryan Brasier, RP BOS",1,0.83,,,,,,14
SD,"Zack Britton, RP NYY",1,0.43,,,,,,14
ARZ,"DJ LeMahieu, 1B/2B/3B NYY",1,10.5,,,,,,15
ARZ,"Gio Urshela, 3B NYY",1,3.55,,,,,,15
ARZ,"JD Martinez, DH BOS",1,5,,,,,,15
ARZ,"Giancarlo Stanton, DH NYY",2,5,,,,,,15
ARZ,"Gerrit Cole, SP NYY",1,10,,,,,,15
ARZ,"Hyun-Jin Ryu, SP TOR",1,6,,,,,,15
ARZ,"Aroldis Chapman, RP NYY",1,6.6,,,,,,15
ARZ,"Kirby Yates, RP TOR",1,6,,,,,,15
ARZ,"Corey Kluber, SP NYY",1,5,,,,,,15
ARZ,"Eduardo Rodriguez, SP BOS",3,5,,,,,,15
ARZ,"Matt Barnes, RP BOS",1,3.4,,,,,,15
ARZ,"Martin Perez, SP BOS",1,0.5,,,,,,15
ARZ,"Cesar Valdez, P BAL",1,0.5,,,,,,15
ARZ,"Domingo German, SP NYY",1,0.5,,,,,,15
ARZ,"Zack Britton, RP NYY",1,1,,,,,,15
ARZ,"Robbie Ray, SP TOR",2,4,,,,,,15
ARZ,"Adam Ottavino, RP BOS",1,1,,,,,,15
ARZ,"Ryan Brasier, RP BOS",1,0.5,,,,,,15
ARZ,"Chris Sale, SP BOS",4,3.5,,,,,,15
ARZ,"Darren O'Day, RP BAL",1,0.6,,,,,,15
NYM,"Chris Sale, SP BOS",3,5,,,,,,16
SEA,"Kirby Yates, RP TOR",2,4,,,,,,17
SEA,"Randal Grichuk, OF TOR",3,4,,,,,,17
SEA,"Gio Urshela, 3B NYY",3,5,,,,,,17
SEA,"Corey Kluber, SP NYY",1,3,,,,,,17
NYY,"Randal Grichuk, OF TOR",1,1.15,,,,,,18
NYY,"Kevin Kiermeier, OF TB",1,0.95,,,,,,18
NYY,"Joey Wendell, 2B TB",2,0.85,,,,,,18
NYY,"Rio Ruiz, 3B BAL",1,1.55,,,,,,18
NYY,"Mike Brosseau, 3B TB",2,0.45,,,,,,18
TB,"JD Martinez, DH BOS",1,9,,,,,,19
TB,"Gio Urshela, 3B NYY",4,1.75,,,,,,19
TB,"Freddy Galvis, SS BAL",4,1.25,,,,,,19
TB,"Rio Ruiz, 3B BAL",4,1.5,,,,,,19
TB,"Joey Wendell, 2B TB",2,2,,,,,,19
TB,"Aroldis Chapman, RP NYY",1,8,,,,,,19
TB,"Corey Kluber, SP NYY",2,5,,,,,,19
ATL,"DJ LeMahieu, 1B/2B/3B NYY",3,11,,,,,,20
ATL,"JD Martinez, DH BOS",1,6,,,,,,20
ATL,"Gio Urshela, 3B NYY",1,2.95,,,,,,20
ATL,"Rio Ruiz, 3B BAL",1,0.4,,,,,,20
ATL,"Ji-Man Choi, 1B TB",1,0.4,,,,,,20
ATL,"Joey Wendell, 2B TB",1,0.4,,,,,,20
ATL,"Chris Sale, SP BOS",3,5.5,,,,,,20
ATL,"Gerrit Cole, SP NYY",1,5,,,,,,20
ATL,"Aroldis Chapman, RP NYY",1,5,,,,,,20
ATL,"Kirby Yates, RP TOR",1,2,,,,,,20
ATL,"Tanner Roark, P TOR",1,0.65,,,,,,20
ATL,"Corey Kluber, SP NYY",1,2,,,,,,20
ATL,"Matt Barnes, RP BOS",1,1,,,,,,20
ATL,"Eduardo Rodriguez, SP BOS",3,5.5,,,,,,20
ATL,"Rich Hill, SP TB",1,1.5,,,,,,20
ATL,"Martin Perez, SP BOS",1,0.75,,,,,,20
ATL,"Zack Britton, RP NYY",1,1,,,,,,20
ATL,"Adam Ottavino, RP BOS",1,2,,,,,,20
ATL,"Jorge Lopez, P BAL",1,0.6,,,,,,20
ATL,"Cesar Valdez, P BAL",1,0.4,,,,,,20
ATL,"Felix Hernandez, P BAL",1,0.5,,,,,,20
TOR,"DJ LeMahieu, 1B/2B/3B NYY",1,6.2,,,,,,21
TOR,"JD Martinez, DH BOS",2,13.3,,,,,,21
TOR,"Giancarlo Stanton, DH NYY",3,9.9,,,,,,21
TOR,"Gerrit Cole, SP NYY",4,11,,,,,,21
TOR,"Corey Kluber, SP NYY",2,4.9,,,,,,21
TOR,"Hyun-Jin Ryu, SP TOR",2,6.2,,,,,,21
TOR,"Zack Britton, RP NYY",2,3.9,,,,,,21
WAS,"Gerrit Cole, SP NYY",1,18,,,,,,22
WAS,"Hyun-Jin Ryu, SP TOR",1,6,,,,,,22
WAS,"Corey Kluber, SP NYY",1,4,,,,,,22
WAS,"Eduardo Rodriguez, SP BOS",1,5,,,,,,22
WAS,"Robbie Ray, SP TOR",1,6,,,,,,22
WAS,"Tanner Roark, P TOR",1,3,,,,,,22
WAS,"Matt Harvey, P BAL",1,0.5,,,,,,22
WAS,"Kirby Yates, RP TOR",2,2,,,,,,22
WAS,"Adam Ottavino, RP BOS",1,2,,,,,,22
WAS,"DJ LeMahieu, 1B/2B/3B NYY",1,12,,,,,,22
WAS,"Gio Urshela, 3B NYY",1,3,,,,,,22
WAS,"Randal Grichuk, OF TOR",2,6,,,,,,22
WAS,"Chris Sale, SP BOS",3,6,,,,,,22
