Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
NYM,"Mark Canha, OF OAK",1,1.5,,,,,,4
NYM,"Yuli Gurriel, 1B HOU",1,1.5,,,,,,4
NYM,"Elvis Andrus, SS OAK",1,0.55,,,,,,4
NYM,"Justin Upton, OF LAA",1,1.55,,,,,,4
NYM,"Myles Straw, OF HOU",2,0.75,,,,,,4
NYM,"Tony Kemp, 2B OAK",1,0.55,,,,,,4
NYM,"Khris Davis, DH TEX",2,1.5,,,,,,4
PIT,"Justin Verlander, SP HOU",5,4,,,,,,5
NYM,"Ken Giles, RP SEA",3,2,2.4,2,1.6,,,6
CLE,"Jose Altuve, 2B HOU",1,7.19,,,,,,7
CLE,"Michael Brantley, OF HOU",1,3.2,,,,,,7
CLE,"Shohei Ohtani, DH/SP LAA",3,2.79,,,,,,7
CLE,"Yuli Gurriel, 1B HOU",1,0.9,,,,,,7
CLE,"Justin Upton, OF LAA",1,1.1,,,,,,7
CLE,"Isiah Kiner-Falefa, 3B TEX",2,1.22,,,,,,7
CLE,"Yusei Kikuchi, SP SEA",3,1.81,,,,,,7
CLE,"Raisel Iglesias, RP LAA",1,5.79,,,,,,7
CLE,"Jake Diekman, RP OAK",1,1.46,,,,,,7
CLE,"Jose Leclerc, RP TEX",1,2.76,,,,,,7
CLE,"Roberto Osuna, RP HOU",3,0.66,,,,,,7
CLE,"JB Wendelken, RP OAK",1,0.65,,,,,,7
CLE,"Joely Rodriguez, RP TEX",1,0.45,,,,,,7
CLE,"Mike Mayers, RP LAA",1,0.51,,,,,,7
CLE,"Enoli Paredes, RP HOU",2,1.1,,,,,,7
CLE,"Pedro Baez, RP HOU",1,0.63,,,,,,7
CLE,"Sergio Romo, RP OAK",1,0.51,,,,,,7
BOS,"Jose Altuve, 2B HOU",2,3.78,,,,,,8
BOS,"Shohei Ohtani, DH/SP LAA",2,10.81,9.62,12,,,,8
BOS,"Michael Brantley, OF HOU",1,3.89,,,,,,8
BOS,"Myles Straw, OF HOU",3,0.71,,,,,,8
BOS,"Yuli Gurriel, 1B HOU",1,3.11,,,,,,8
BOS,"Mark Canha, OF OAK",1,0.97,,,,,,8
BOS,"Jake Diekman, RP OAK",1,0.49,,,,,,8
BOS,"Jose Leclerc, RP TEX",1,2.49,,,,,,8
BOS,"Joely Rodriguez, RP TEX",2,0.88,,,,,,8
BOS,"Mike Mayers, RP LAA",2,0.59,,,,,,8
BOS,"Chris Bassitt, RP OAK",2,0.79,,,,,,8
BOS,"Kohei Arihara, P TEX",2,0.78,,,,,,8
KC,"Jose Altuve, 2B HOU",1,3.52,,,,,,9
KC,"Elvis Andrus, SS OAK",1,0.52,,,,,,9
KC,"Myles Straw, OF HOU",3,2.02,,,,,,9
KC,"Chris Bassitt, RP OAK",1,3.52,,,,,,9
KC,"Mike Fiers, SP OAK",1,0.52,,,,,,9
KC,"Yusei Kikuchi, SP SEA",1,1.52,,,,,,9
KC,"Kohei Arihara, P TEX",1,1.52,,,,,,9
KC,"Pedro Baez, RP HOU",1,1.52,,,,,,9
KC,"Raisel Iglesias, RP LAA",1,6.02,,,,,,9
KC,"Jake Diekman, RP OAK",1,1.02,,,,,,9
KC,"Jose Leclerc, RP TEX",1,4.02,,,,,,9
KC,"Justin Upton, OF LAA",2,2.52,,,,,,9
ATL,"Jose Altuve, 2B HOU",3,5.5,,,,,,10
ATL,"Michael Brantley, OF HOU",1,1,,,,,,10
ATL,"Kyle Seager, 3B SEA",3,2.95,,,,,,10
ATL,"Elvis Andrus, SS OAK",1,3.25,,,,,,10
ATL,"Myles Straw, OF HOU",1,0.75,,,,,,10
ATL,"Raisel Iglesias, RP LAA",1,4.25,,,,,,10
ATL,"Jose Leclerc, RP TEX",1,3.75,,,,,,10
ATL,"Roberto Osuna, RP HOU",1,1,,,,,,10
ATL,"Chris Bassitt, RP OAK",1,1.5,,,,,,10
ATL,"Mike Fiers, SP OAK",1,0.5,,,,,,10
ATL,"Mike Foltynewicz, SP TEX",1,0.5,,,,,,10
ATL,"Jordan Lyles, SP TEX",1,0.4,,,,,,10
ATL,"Kohei Arihara, P TEX",3,0.8,,,,,,10
PHI,"Jose Altuve, 2B HOU",3,12.4,,,,,,11
PHI,"Jake Diekman, RP OAK",1,0.65,,,,,,11
PHI,"Sergio Romo, RP OAK",1,0.65,,,,,,11
PHI,"Pedro Baez, RP HOU",1,0.45,,,,,,11
SD,"Mike Foltynewicz, SP TEX",3,2.43,,,,,,12
SD,"Jose Leclerc, RP TEX",3,3.43,,,,,,12
SD,"Kyle Seager, 3B SEA",1,1.43,,,,,,12
TOR,"Michael Brantley, OF HOU",1,2.9,,,,,,13
TOR,"Jose Altuve, 2B HOU",1,4.3,,,,,,13
TOR,"Kyle Seager, 3B SEA",1,3.1,,,,,,13
TOR,"Isiah Kiner-Falefa, 3B TEX",4,2.2,,,,,,13
TOR,"Shohei Ohtani, DH/SP LAA",3,2.9,,,,,,13
TOR,"Chris Bassitt, RP OAK",1,2.3,,,,,,13
TOR,"JB Wendelken, RP OAK",3,2.1,,,,,,13
TOR,"Mike Mayers, RP LAA",2,0.8,,,,,,13
WAS,"Yuli Gurriel, 1B HOU",1,1,,,,,,14
WAS,"Jose Altuve, 2B HOU",1,2,,,,,,14
WAS,"Kyle Seager, 3B SEA",1,5,,,,,,14
WAS,"Michael Brantley, OF HOU",1,3,,,,,,14
WAS,"Justin Upton, OF LAA",1,1.25,,,,,,14
WAS,"Dexter Fowler, OF LAA",1,1,,,,,,14
ATL,"Isiah Kiner-Falefa, 3B TEX",1,0.4,,,,,,15
PIT,"Jose Altuve, 2B HOU",1,7.81,,,,,,16
PIT,"Michael Brantley, OF HOU",1,4.31,,,,,,16
BOS,"Shohei Ohtani, DH/SP LAA",2,8.28,,,,,,17
