Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
ARZ,"Craig Kimbrel, RP CHC",1,3.7,,,,,,11
ARZ,"Giovanny Gallegos, RP STL",2,3.2,,,,,,11
ARZ,"Richard Rodriguez, RP PIT",1,3.25,,,,,,11
ARZ,"Adam Wainwright, SP STL",1,3.25,,,,,,11
ARZ,"Michael Lorenzen, P CIN",1,0.74,,,,,,11
ARZ,"Kwang Hyun Kim, P STL",1,2.9,,,,,,11
ARZ,"Miles Mikolas, SP STL",2,3.6,,,,,,11
ARZ,"Steven Brault, P PIT",1,1.5,,,,,,11
ARZ,"Chad Kuhl, SP PIT",1,1.2,,,,,,11
ARZ,"Wade Miley, SP CIN",1,0.5,,,,,,11
ARZ,"Sean Doolittle, RP CIN",1,1,,,,,,11
ARZ,"Michael Feliz, P PIT",1,0.4,,,,,,11
ATL,"Mike Moustakas, 2B CIN",1,7.5,,,,,,12
ATL,"Colin Moran, 3B PIT",1,0.5,,,,,,12
ATL,"Joey Votto, 1B CIN",1,2.75,,,,,,12
ATL,"Kolten Wong, 2B MIL",1,3.15,,,,,,12
ATL,"Kwang Hyun Kim, P STL",1,2.5,,,,,,12
ATL,"Richard Rodriguez, RP PIT",1,5,,,,,,12
ATL,"Giovanny Gallegos, RP STL",1,4.75,,,,,,12
ATL,"Adam Wainwright, SP STL",5,2,1.5,1.75,2,2.25,2.5,12
ATL,"Craig Kimbrel, RP CHC",1,4.25,,,,,,12
ATL,"Sean Doolittle, RP CIN",1,0.9,,,,,,12
ATL,"Steven Brault, P PIT",1,0.9,,,,,,12
ATL,"Chad Kuhl, SP PIT",1,0.8,,,,,,12
ATL,"Tyler Anderson, P PIT",1,0.5,,,,,,12
ATL,"Wade Miley, SP CIN",1,0.75,,,,,,12
ATL,"Miles Mikolas, SP STL",1,1,,,,,,12
ATL,"Lorenzo Cain, OF MIL",1,0.8,,,,,,12
ATL,"Michael Lorenzen, P CIN",1,2,,,,,,12
ATL,"Tyler Anderson, P PIT",1,0.5,,,,,,12
ATL,"Brett Anderson, P PIT",1,1.25,,,,,,12
CLE,"Brandon Workman, RP CHC",2,0.4,,,,,,13
TOR,"Mike Moustakas, 2B CIN",1,7.2,,,,,,14
TOR,"Paul Goldschmidt, 1B STL",2,9.2,,,,,,14
TOR,"Eugenio Suarez, 3B CIN",3,7.8,,,,,,14
TOR,"Brett Anderson, P PIT",1,2.5,,,,,,14
TOR,"Steven Brault, P PIT",3,2.4,,,,,,14
TOR,"Chad Kuhl, SP PIT",3,2.1,,,,,,14
TOR,"Miles Mikolas, SP STL",2,4.1,,,,,,14
TOR,"Jeremy Jeffress, RP MIL",1,1.5,,,,,,14
TOR,"Giovanny Gallegos, RP STL",3,2.6,,,,,,14
TOR,"Richard Rodriguez, RP PIT",1,2.6,,,,,,14
KC,"Mike Moustakas, 2B CIN",1,7.5,,,,,,15
KC,"Eugenio Suarez, 3B CIN",1,12.05,,,,,,15
KC,"Brett Anderson, P PIT",1,0.55,,,,,,15
KC,"Steven Brault, P PIT",1,0.45,,,,,,15
KC,"Adam Wainwright, SP STL",1,0.45,,,,,,15
KC,"Craig Kimbrel, RP CHC",1,3.05,,,,,,15
KC,"Richard Rodriguez, RP PIT",1,3.05,,,,,,15
KC,"Giovanny Gallegos, RP STL",1,2.05,,,,,,15
SEA,"Michael Lorenzen, P CIN",3,9,,,,,,16
SEA,"Miles Mikolas, SP STL",1,2,,,,,,16
SEA,"Eugenio Suarez, 3B CIN",2,15,,,,,,16
SEA,"Mike Moustakas, 2B CIN",1,3,,,,,,16
SEA,"Joey Votto, 1B CIN",1,5,,,,,,16
SEA,"Paul Goldschmidt, 1B STL",1,5,,,,,,16
NYY,"Chad Kuhl, SP PIT",2,1.45,,,,,,17
NYY,"Adam Wainwright, SP STL",2,5,,,,,,17
NYY,"Michael Lorenzen, P CIN",2,1.15,,,,,,17
NYY,"Steven Brault, P PIT",1,1,,,,,,17
NYY,"Brett Anderson, P PIT",2,1.35,,,,,,17
NYY,"Michael Feliz, P PIT",1,0.55,,,,,,17
NYY,"Brent Suter, RP MIL",3,1.75,,,,,,17
NYY,"Mike Moustakas, 2B CIN",2,4.75,,,,,,17
NYY,"Colin Moran, 3B PIT",1,0.75,,,,,,17
NYY,"Eugenio Suarez, 3B CIN",3,8,,,,,,17
WAS,"Willson Contreras, C CHC",2,6,,,,,,18
WAS,"Yadier Molina, C STL",1,1,,,,,,18
WAS,"Paul Goldschmidt, 1B STL",2,7,,,,,,18
WAS,"Joey Votto, 1B CIN",1,3,,,,,,18
WAS,"Mike Moustakas, 2B CIN",2,5,,,,,,18
WAS,"Adam Wainwright, SP STL",1,2,,,,,,18
WAS,"Jake Arrieta, SP CHC",1,2,,,,,,18
WAS,"Craig Kimbrel, RP CHC",1,4,,,,,,18
WAS,"Giovanny Gallegos, RP STL",4,2,,,,,,18
WAS,"Kyle Crick, RP PIT",2,0.5,,,,,,18
