Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
BOS,"Tommy Pham, OF SD",3,5.79,4.79,5.79,6.79,,,8
BOS,"Eric Hosmer, 1B SD",3,3.79,3.5,3.5,4.37,,,8
BOS,"AJ Pollock, OF LAD",1,2.79,,,,,,8
BOS,"Justin Turner, 3B LAD",1,2.79,,,,,,8
BOS,"Tommy LaStella, 2B SF",1,0.89,,,,,,8
BOS,"Eduardo Escobar, 3B ARZ",1,3.79,,,,,,8
BOS,"Alex Dickerson, OF SD",1,0.49,,,,,,8
BOS,"Chris Taylor, 2B LAD",3,0.89,,,,,,8
BOS,"CJ Cron, 1B COL",1,1.89,,,,,,8
BOS,"Blake Snell, SP SD",5,9.17,7.35,7.35,9.5,10.82,10.83,8
BOS,"Kenley Jansen, RP LAD",1,4,,,,,,8
BOS,"Drew Pomeranz, RP SD",1,2.39,,,,,,8
BOS,"Joakim Soria, RP ARZ",1,1.89,,,,,,8
BOS,"Jake McGee, RP SF",1,1.29,,,,,,8
BOS,"Daniel Bard, SP COL",1,1.29,,,,,,8
BOS,"Emilio Pagan, RP SD",1,0.59,,,,,,8
BOS,"Reyes Moronta, RP SF",1,0.69,,,,,,8
BOS,"Corey Knebel, RP LAD",2,0.79,,,,,,8
KC,"Blake Snell, SP SD",3,6.52,,,,,,9
KC,"Jon Gray, P COL",1,1.52,,,,,,9
KC,"Daniel Bard, SP COL",1,3.52,,,,,,9
KC,"Kenley Jansen, RP LAD",1,6.52,,,,,,9
KC,"CJ Cron, 1B COL",1,2.02,,,,,,9
KC,"Manny Machado, 3B SD",1,8.52,,,,,,9
KC,"Drew Pomeranz, RP SD",1,1.02,,,,,,9
KC,"Johnny Cueto, SP SF",1,1.02,,,,,,9
NYY,"Chris Taylor, 2B LAD",2,2.85,,,,,,10
NYY,"CJ Cron, 1B COL",1,0.85,,,,,,10
NYY,"Tommy LaStella, 2B SF",1,0.85,,,,,,10
NYY,"Tommy Kahnle, RP LAD",2,0.55,,,,,,10
NYY,"Reyes Moronta, RP SF",2,0.65,,,,,,10
ARZ,"Max Muncy, 3B LAD",1,6,,,,,,11
ARZ,"Eric Hosmer, 1B SD",3,2.8,,,,,,11
ARZ,"Ketel Marte, 2B ARZ",3,2.5,,,,,,11
ARZ,"Manny Machado, 3B SD",1,16,,,,,,11
ARZ,"Justin Turner, 3B LAD",1,5.5,,,,,,11
ARZ,"Buster Posey, C SF",1,1,,,,,,11
ARZ,"Tommy Pham, OF SD",3,2.2,,,,,,11
ARZ,"AJ Pollock, OF LAD",3,1.75,,,,,,11
ARZ,"Chris Taylor, 2B LAD",2,0.55,,,,,,11
ARZ,"Blake Snell, SP SD",3,6.5,,,,,,11
ARZ,"Drew Pomeranz, RP SD",1,0.8,,,,,,11
ARZ,"Kenley Jansen, RP LAD",1,5.8,,,,,,11
ARZ,"Stefan Crichton, RP ARZ",1,0.7,,,,,,11
ARZ,"Daniel Bard, SP COL",1,0.7,,,,,,11
ARZ,"Emilio Pagan, RP SD",1,1,,,,,,11
ARZ,"Johnny Cueto, SP SF",1,1.25,,,,,,11
ARZ,"Reyes Moronta, RP SF",2,0.6,,,,,,11
ARZ,"Blake Treinen, RP LAD",2,0.7,,,,,,11
ARZ,"Aaron Sanchez, P SF",3,2,,,,,,11
ARZ,"Joakim Soria, RP ARZ",1,1,,,,,,11
ARZ,"Jake McGee, RP SF",1,0.4,,,,,,11
CLE,"Manny Machado, 3B SD",3,8.1,,,,,,12
CLE,"Ketel Marte, 2B ARZ",2,5.9,,,,,,12
CLE,"Max Muncy, 3B LAD",2,4.85,,,,,,12
CLE,"Tommy Pham, OF SD",2,4.1,,,,,,12
CLE,"Eric Hosmer, 1B SD",1,2.6,,,,,,12
CLE,"Justin Turner, 3B LAD",1,4.13,,,,,,12
CLE,"Chris Taylor, 2B LAD",1,0.6,,,,,,12
CLE,"Eduardo Escobar, 3B ARZ",2,0.77,,,,,,12
CLE,"Blake Snell, SP SD",3,8.29,,,,,,12
CLE,"Kenley Jansen, RP LAD",1,4.2,,,,,,12
CLE,"Drew Pomeranz, RP SD",1,1.6,,,,,,12
CLE,"Joakim Soria, RP ARZ",1,0.8,,,,,,12
CLE,"Daniel Bard, SP COL",1,1.35,,,,,,12
CLE,"Matt Wisler, RP SF",1,0.65,,,,,,12
CLE,"Jake McGee, RP SF",1,0.95,,,,,,12
CLE,"Stefan Crichton, RP ARZ",1,0.67,,,,,,12
CLE,"Blake Treinen, RP LAD",1,1.25,,,,,,12
CLE,"Austin Adams, RP SD",2,0.55,,,,,,12
CLE,"Reyes Moronta, RP SF",1,0.75,,,,,,12
CLE,"Emilio Pagan, RP SD",1,1.21,,,,,,12
PHI,"CJ Cron, 1B COL",3,0.75,,,,,,13
PHI,"Max Muncy, 3B LAD",3,4.5,,,,,,13
PHI,"Ketel Marte, 2B ARZ",3,4.5,,,,,,13
SD,"CJ Cron, 1B COL",2,4.34,,,,,,14
SD,"Max Muncy, 3B LAD",2,3.14,,,,,,14
SD,"Ketel Marte, 2B ARZ",2,3.14,,,,,,14
SD,"Manny Machado, 3B SD",2,3.43,,,,,,14
SD,"Justin Turner, 3B LAD",1,1.43,,,,,,14
SD,"Tommy Pham, OF SD",1,2.14,,,,,,14
SD,"Blake Snell, SP SD",1,3.14,,,,,,14
SD,"Blake Treinen, RP LAD",1,1.14,,,,,,14
SD,"Stefan Crichton, RP ARZ",1,0.44,,,,,,14
SD,"Emilio Pagan, RP SD",1,0.77,,,,,,14
SD,"Jake McGee, RP SF",1,0.44,,,,,,14
SD,"Kenley Jansen, RP LAD",1,4.43,,,,,,14
SD,"Drew Pomeranz, RP SD",1,2.14,,,,,,14
SD,"Joakim Soria, RP ARZ",1,2.14,,,,,,14
SD,"Mark Melancon, RP SD",1,0.77,,,,,,14
SD,"Reyes Moronta, RP SF",1,1.14,,,,,,14
LAD,"Austin Gomber, RP COL",2,0.4,,,,,,15
LAD,"Jimmy Nelson, SP LAD",2,0.4,,,,,,15
LAD,"Johnny Cueto, SP SF",2,0.42,,,,,,15
LAD,"Tommy LaStella, 2B SF",2,0.4,,,,,,15
LAD,"Wilmer Flores, 2B SF",3,0.62,,,,,,15
LAD,"Ha-Seong Kim, SS SD",5,3.8,,,,,,15
SEA,"Aaron Sanchez, P SF",3,0.5,,,,,,16
SEA,"Blake Snell, SP SD",3,7,,,,,,16
SEA,"Josh Fuentes, 1B COL",3,3,,,,,,16
SEA,"Manny Machado, 3B SD",5,8,,,,,,16
SEA,"Ha-Seong Kim, SS SD",5,4,,,,,,16
NYM,"Corey Knebel, RP LAD",4,0.55,,,,,,17
ATL,"Buster Posey, C SF",1,0.75,,,,,,18
ATL,"Max Muncy, 3B LAD",1,1.5,,,,,,18
ATL,"Justin Turner, 3B LAD",1,1.5,,,,,,18
ATL,"Ha-Seong Kim, SS SD",5,1.5,,,,,,18
ATL,"Daniel Bard, SP COL",1,3.15,,,,,,18
TOR,"Max Muncy, 3B LAD",1,4.2,,,,,,19
TOR,"Eric Hosmer, 1B SD",1,5.3,,,,,,19
TOR,"Ketel Marte, 2B ARZ",2,4.3,,,,,,19
TOR,"Manny Machado, 3B SD",2,9.1,,,,,,19
